,基金简称,优仓数目_所属基金数,优仓数目_被持仓市值,平均占比,基金代码,日增长率,近1周,近1月,近3月,近半年,近1年,近2年,近3年,今年来,成立来
14552,简称缺失,1,1,1,016616,,,,,,,,,,
14553,简称缺失,1,1,1,016600,,,,,,,,,,
14571,简称缺失,1,1,1,015454,,,,,,,,,,
14593,简称缺失,1,1,1,013533,,,,,,,,,,
14594,简称缺失,1,1,1,013466,,,,,,,,,,
14595,简称缺失,1,1,1,013340,,,,,,,,,,
14596,简称缺失,1,1,1,013311,,,,,,,,,,
14597,简称缺失,1,1,1,013305,,,,,,,,,,
14598,简称缺失,1,1,1,013277,,,,,,,,,,
14599,简称缺失,1,1,1,013010,,,,,,,,,,
14600,简称缺失,1,1,1,012970,,,,,,,,,,
14601,简称缺失,1,1,1,012908,,,,,,,,,,
14602,简称缺失,1,1,1,012895,,,,,,,,,,
14603,简称缺失,1,1,1,012734,,,,,,,,,,
14604,简称缺失,1,1,1,012651,,,,,,,,,,
14605,简称缺失,1,1,1,012630,,,,,,,,,,
14589,简称缺失,1,1,1,013841,,,,,,,,,,
14607,简称缺失,1,1,1,012429,,,,,,,,,,
14576,简称缺失,1,1,1,014855,,,,,,,,,,
14577,简称缺失,1,1,1,014728,,,,,,,,,,
14578,简称缺失,1,1,1,014662,,,,,,,,,,
14579,简称缺失,1,1,1,014642,,,,,,,,,,
14580,简称缺失,1,1,1,014544,,,,,,,,,,
14581,简称缺失,1,1,1,014377,,,,,,,,,,
14582,简称缺失,1,1,1,014345,,,,,,,,,,
14583,简称缺失,1,1,1,014320,,,,,,,,,,
14584,简称缺失,1,1,1,014243,,,,,,,,,,
14585,简称缺失,1,1,1,014162,,,,,,,,,,
14586,简称缺失,1,1,1,014156,,,,,,,,,,
14587,简称缺失,1,1,1,014143,,,,,,,,,,
14588,简称缺失,1,1,1,014130,,,,,,,,,,
14606,简称缺失,1,1,1,012553,,,,,,,,,,
7103,简称缺失,1,1,1,019514,,,,,,,,,,
7116,简称缺失,1,1,1,016616,,,,,,,,,,
7117,简称缺失,1,1,1,016600,,,,,,,,,,
7118,简称缺失,1,1,1,016465,,,,,,,,,,
7119,简称缺失,1,1,1,016371,,,,,,,,,,
7098,简称缺失,1,1,1,009645,,,,,,,,,,
7099,简称缺失,1,1,1,018957,,,,,,,,,,
7132,简称缺失,1,1,1,015683,,,,,,,,,,
7133,简称缺失,1,1,1,015642,,,,,,,,,,
7134,简称缺失,1,1,1,015508,,,,,,,,,,
7135,简称缺失,1,1,1,015454,,,,,,,,,,
7104,简称缺失,1,1,1,015389,,,,,,,,,,
7105,简称缺失,1,1,1,020662,,,,,,,,,,
14554,简称缺失,1,1,1,016465,,,,,,,,,,
7107,简称缺失,1,1,1,015857,,,,,,,,,,
7108,简称缺失,1,1,1,021500,,,,,,,,,,
7109,简称缺失,1,1,1,008888,,,,,,,,,,
7110,简称缺失,1,1,1,519022,,,,,,,,,,
7111,简称缺失,1,1,1,160424,,,,,,,,,,
7112,简称缺失,1,1,1,019548,,,,,,,,,,
7113,简称缺失,1,1,1,018994,,,,,,,,,,
7114,简称缺失,1,1,1,017811,,,,,,,,,,
7115,简称缺失,1,1,1,017437,,,,,,,,,,
7148,简称缺失,1,1,1,014243,,,,,,,,,,
7149,简称缺失,1,1,1,014162,,,,,,,,,,
7150,简称缺失,1,1,1,014156,,,,,,,,,,
7151,简称缺失,1,1,1,014143,,,,,,,,,,
7120,简称缺失,1,1,1,016283,,,,,,,,,,
7106,简称缺失,1,1,1,015290,,,,,,,,,,
14555,简称缺失,1,1,1,016371,,,,,,,,,,
14556,简称缺失,1,1,1,016283,,,,,,,,,,
14557,简称缺失,1,1,1,016238,,,,,,,,,,
14558,简称缺失,1,1,1,016068,,,,,,,,,,
14559,简称缺失,1,1,1,016049,,,,,,,,,,
14534,简称缺失,1,1,1,009645,,,,,,,,,,
14535,简称缺失,1,1,1,018957,,,,,,,,,,
14536,简称缺失,1,1,1,020635,,,,,,,,,,
14537,简称缺失,1,1,1,021031,,,,,,,,,,
14538,简称缺失,1,1,1,020398,,,,,,,,,,
6240,简称缺失,1,1,0,003305,,,,,,,,,,
6241,简称缺失,1,1,0,002207,,,,,,,,,,
6242,简称缺失,1,1,0,002170,,,,,,,,,,
7102,简称缺失,1,1,1,020398,,,,,,,,,,
6244,简称缺失,1,1,0,002096,,,,,,,,,,
6245,简称缺失,1,1,0,002052,,,,,,,,,,
6246,简称缺失,1,1,0,002036,,,,,,,,,,
6247,简称缺失,1,1,0,001770,,,,,,,,,,
6248,简称缺失,1,1,0,001618,,,,,,,,,,
6249,简称缺失,1,1,0,001593,,,,,,,,,,
6250,简称缺失,1,1,0,001557,,,,,,,,,,
14539,简称缺失,1,1,1,019514,,,,,,,,,,
14540,简称缺失,1,1,1,015389,,,,,,,,,,
14541,简称缺失,1,1,1,020662,,,,,,,,,,
14542,简称缺失,1,1,1,015290,,,,,,,,,,
14543,简称缺失,1,1,1,015857,,,,,,,,,,
7100,简称缺失,1,1,1,020635,,,,,,,,,,
7101,简称缺失,1,1,1,021031,,,,,,,,,,
6243,简称缺失,1,1,0,002112,,,,,,,,,,
14697,简称缺失,1,1,1,001770,,,,,,,,,,
14698,简称缺失,1,1,1,001618,,,,,,,,,,
14699,简称缺失,1,1,1,001593,,,,,,,,,,
14700,简称缺失,1,1,1,001557,,,,,,,,,,
14701,简称缺失,1,1,1,001407,,,,,,,,,,
14702,简称缺失,1,1,1,001301,,,,,,,,,,
14672,简称缺失,1,1,1,006328,,,,,,,,,,
14673,简称缺失,1,1,1,006249,,,,,,,,,,
14674,简称缺失,1,1,1,005963,,,,,,,,,,
14675,简称缺失,1,1,1,005919,,,,,,,,,,
14676,简称缺失,1,1,1,005763,,,,,,,,,,
14677,简称缺失,1,1,1,005633,,,,,,,,,,
14678,简称缺失,1,1,1,005491,,,,,,,,,,
14592,简称缺失,1,1,1,013620,,,,,,,,,,
14680,简称缺失,1,1,1,004815,,,,,,,,,,
14681,简称缺失,1,1,1,004744,,,,,,,,,,
14682,简称缺失,1,1,1,004433,,,,,,,,,,
14683,简称缺失,1,1,1,004348,,,,,,,,,,
14684,简称缺失,1,1,1,004343,,,,,,,,,,
14685,简称缺失,1,1,1,004241,,,,,,,,,,
14686,简称缺失,1,1,1,004237,,,,,,,,,,
14687,简称缺失,1,1,1,004235,,,,,,,,,,
14656,简称缺失,1,1,1,008182,,,,,,,,,,
14657,简称缺失,1,1,1,008087,,,,,,,,,,
14658,简称缺失,1,1,1,008021,,,,,,,,,,
14659,简称缺失,1,1,1,007950,,,,,,,,,,
14660,简称缺失,1,1,1,007818,,,,,,,,,,
14661,简称缺失,1,1,1,007509,,,,,,,,,,
14679,简称缺失,1,1,1,005300,,,,,,,,,,
6218,简称缺失,1,1,0,007029,,,,,,,,,,
6219,简称缺失,1,1,0,006888,,,,,,,,,,
6220,简称缺失,1,1,0,006594,,,,,,,,,,
6221,简称缺失,1,1,0,006503,,,,,,,,,,
6251,简称缺失,1,1,0,001407,,,,,,,,,,
6252,简称缺失,1,1,0,001301,,,,,,,,,,
6224,简称缺失,1,1,0,005963,,,,,,,,,,
6225,简称缺失,1,1,0,005919,,,,,,,,,,
6226,简称缺失,1,1,0,005763,,,,,,,,,,
6227,简称缺失,1,1,0,005633,,,,,,,,,,
6228,简称缺失,1,1,0,005491,,,,,,,,,,
6229,简称缺失,1,1,0,005300,,,,,,,,,,
6230,简称缺失,1,1,0,004815,,,,,,,,,,
14696,简称缺失,1,1,1,002036,,,,,,,,,,
6232,简称缺失,1,1,0,004433,,,,,,,,,,
6233,简称缺失,1,1,0,004348,,,,,,,,,,
6234,简称缺失,1,1,0,004343,,,,,,,,,,
6235,简称缺失,1,1,0,004241,,,,,,,,,,
6236,简称缺失,1,1,0,004237,,,,,,,,,,
6237,简称缺失,1,1,0,004235,,,,,,,,,,
14688,简称缺失,1,1,1,004195,,,,,,,,,,
14689,简称缺失,1,1,1,003766,,,,,,,,,,
14690,简称缺失,1,1,1,003305,,,,,,,,,,
14691,简称缺失,1,1,1,002207,,,,,,,,,,
14692,简称缺失,1,1,1,002170,,,,,,,,,,
14693,简称缺失,1,1,1,002112,,,,,,,,,,
14694,简称缺失,1,1,1,002096,,,,,,,,,,
14695,简称缺失,1,1,1,002052,,,,,,,,,,
6231,简称缺失,1,1,0,004744,,,,,,,,,,
14628,简称缺失,1,1,1,011036,,,,,,,,,,
14629,简称缺失,1,1,1,010865,,,,,,,,,,
14630,简称缺失,1,1,1,010827,,,,,,,,,,
14631,简称缺失,1,1,1,010791,,,,,,,,,,
14632,简称缺失,1,1,1,010655,,,,,,,,,,
14633,简称缺失,1,1,1,010422,,,,,,,,,,
14634,简称缺失,1,1,1,010392,,,,,,,,,,
14635,简称缺失,1,1,1,010372,,,,,,,,,,
14636,简称缺失,1,1,1,010236,,,,,,,,,,
14637,简称缺失,1,1,1,010214,,,,,,,,,,
14638,简称缺失,1,1,1,010004,,,,,,,,,,
14639,简称缺失,1,1,1,009995,,,,,,,,,,
14608,简称缺失,1,1,1,012125,,,,,,,,,,
14662,简称缺失,1,1,1,007491,,,,,,,,,,
14610,简称缺失,1,1,1,011840,,,,,,,,,,
14611,简称缺失,1,1,1,011615,,,,,,,,,,
14612,简称缺失,1,1,1,011613,,,,,,,,,,
14613,简称缺失,1,1,1,011609,,,,,,,,,,
14614,简称缺失,1,1,1,011584,,,,,,,,,,
14615,简称缺失,1,1,1,011499,,,,,,,,,,
14616,简称缺失,1,1,1,011452,,,,,,,,,,
14617,简称缺失,1,1,1,011412,,,,,,,,,,
14618,简称缺失,1,1,1,011400,,,,,,,,,,
14619,简称缺失,1,1,1,011370,,,,,,,,,,
14620,简称缺失,1,1,1,011329,,,,,,,,,,
14621,简称缺失,1,1,1,011306,,,,,,,,,,
14622,简称缺失,1,1,1,011301,,,,,,,,,,
14623,简称缺失,1,1,1,011237,,,,,,,,,,
14609,简称缺失,1,1,1,011892,,,,,,,,,,
14663,简称缺失,1,1,1,007465,,,,,,,,,,
14664,简称缺失,1,1,1,007450,,,,,,,,,,
14665,简称缺失,1,1,1,007356,,,,,,,,,,
14666,简称缺失,1,1,1,007301,,,,,,,,,,
14667,简称缺失,1,1,1,007127,,,,,,,,,,
14668,简称缺失,1,1,1,007029,,,,,,,,,,
14669,简称缺失,1,1,1,006888,,,,,,,,,,
14670,简称缺失,1,1,1,006594,,,,,,,,,,
14671,简称缺失,1,1,1,006503,,,,,,,,,,
14640,简称缺失,1,1,1,009727,,,,,,,,,,
14641,简称缺失,1,1,1,009708,,,,,,,,,,
14642,简称缺失,1,1,1,009505,,,,,,,,,,
14643,简称缺失,1,1,1,009478,,,,,,,,,,
14627,简称缺失,1,1,1,011068,,,,,,,,,,
14645,简称缺失,1,1,1,008989,,,,,,,,,,
14646,简称缺失,1,1,1,008987,,,,,,,,,,
14647,简称缺失,1,1,1,008981,,,,,,,,,,
14648,简称缺失,1,1,1,008920,,,,,,,,,,
14649,简称缺失,1,1,1,008586,,,,,,,,,,
14650,简称缺失,1,1,1,008532,,,,,,,,,,
14651,简称缺失,1,1,1,008419,,,,,,,,,,
14652,简称缺失,1,1,1,008327,,,,,,,,,,
14653,简称缺失,1,1,1,008319,,,,,,,,,,
14654,简称缺失,1,1,1,008282,,,,,,,,,,
14655,简称缺失,1,1,1,008187,,,,,,,,,,
14624,简称缺失,1,1,1,011145,,,,,,,,,,
14625,简称缺失,1,1,1,011120,,,,,,,,,,
14626,简称缺失,1,1,1,011117,,,,,,,,,,
14644,简称缺失,1,1,1,009034,,,,,,,,,,
28576,爬取失败,0,0,0,006166,,,,,,,,,,
0,简称缺失,0,0,1,009645,,,,,,,,,,
28544,简称缺失,0,0,0,004237,,,,,,,,,,
28543,简称缺失,0,0,0,004241,,,,,,,,,,
28542,简称缺失,0,0,0,004343,,,,,,,,,,
28541,简称缺失,0,0,0,004348,,,,,,,,,,
28540,简称缺失,0,0,0,004433,,,,,,,,,,
28539,简称缺失,0,0,0,004744,,,,,,,,,,
28538,简称缺失,0,0,0,004815,,,,,,,,,,
28537,简称缺失,0,0,0,005300,,,,,,,,,,
28536,简称缺失,0,0,0,005491,,,,,,,,,,
28535,简称缺失,0,0,0,005633,,,,,,,,,,
28534,简称缺失,0,0,0,005763,,,,,,,,,,
28533,简称缺失,0,0,0,005919,,,,,,,,,,
28532,简称缺失,0,0,0,005963,,,,,,,,,,
28531,简称缺失,0,0,0,006249,,,,,,,,,,
28530,简称缺失,0,0,0,006328,,,,,,,,,,
28529,简称缺失,0,0,0,006503,,,,,,,,,,
19937,简称缺失,0,0,0,001618,,,,,,,,,,
19936,简称缺失,0,0,0,001770,,,,,,,,,,
28575,爬取失败,0,0,0,011823,,,,,,,,,,
28574,爬取失败,0,0,0,012922,,,,,,,,,,
28573,爬取失败,0,0,0,015152,,,,,,,,,,
28572,爬取失败,0,0,0,006166,,,,,,,,,,
28571,爬取失败,0,0,0,011823,,,,,,,,,,
28570,爬取失败,0,0,0,012922,,,,,,,,,,
28569,爬取失败,0,0,0,015152,,,,,,,,,,
28568,爬取失败,0,0,0,006166,,,,,,,,,,
28567,爬取失败,0,0,0,011823,,,,,,,,,,
28566,爬取失败,0,0,0,012922,,,,,,,,,,
28565,爬取失败,0,0,0,015152,,,,,,,,,,
28564,爬取失败,0,0,0,006166,,,,,,,,,,
28563,爬取失败,0,0,0,011823,,,,,,,,,,
28562,爬取失败,0,0,0,012922,,,,,,,,,,
19931,简称缺失,0,0,0,002170,,,,,,,,,,
19930,简称缺失,0,0,0,002207,,,,,,,,,,
19929,简称缺失,0,0,0,003305,,,,,,,,,,
19928,简称缺失,0,0,0,003766,,,,,,,,,,
19927,简称缺失,0,0,0,004195,,,,,,,,,,
19926,简称缺失,0,0,0,004235,,,,,,,,,,
19925,简称缺失,0,0,0,004237,,,,,,,,,,
19924,简称缺失,0,0,0,004241,,,,,,,,,,
19923,简称缺失,0,0,0,004343,,,,,,,,,,
19922,简称缺失,0,0,0,004348,,,,,,,,,,
19921,简称缺失,0,0,0,004433,,,,,,,,,,
19920,简称缺失,0,0,0,004744,,,,,,,,,,
19941,简称缺失,0,0,0,001301,,,,,,,,,,
19940,简称缺失,0,0,0,001407,,,,,,,,,,
19939,简称缺失,0,0,0,001557,,,,,,,,,,
19938,简称缺失,0,0,0,001593,,,,,,,,,,
19915,简称缺失,0,0,0,005763,,,,,,,,,,
19914,简称缺失,0,0,0,005919,,,,,,,,,,
19913,简称缺失,0,0,0,005963,,,,,,,,,,
19912,简称缺失,0,0,0,006249,,,,,,,,,,
19911,简称缺失,0,0,0,006328,,,,,,,,,,
19910,简称缺失,0,0,0,006503,,,,,,,,,,
19909,简称缺失,0,0,0,006594,,,,,,,,,,
19908,简称缺失,0,0,0,006888,,,,,,,,,,
19907,简称缺失,0,0,0,007029,,,,,,,,,,
19906,简称缺失,0,0,0,007127,,,,,,,,,,
19905,简称缺失,0,0,0,007301,,,,,,,,,,
19904,简称缺失,0,0,0,007356,,,,,,,,,,
19935,简称缺失,0,0,0,002036,,,,,,,,,,
19934,简称缺失,0,0,0,002052,,,,,,,,,,
19933,简称缺失,0,0,0,002096,,,,,,,,,,
19932,简称缺失,0,0,0,002112,,,,,,,,,,
19899,简称缺失,0,0,0,007818,,,,,,,,,,
19898,简称缺失,0,0,0,007950,,,,,,,,,,
19897,简称缺失,0,0,0,008021,,,,,,,,,,
19896,简称缺失,0,0,0,008087,,,,,,,,,,
19895,简称缺失,0,0,0,008182,,,,,,,,,,
19894,简称缺失,0,0,0,008187,,,,,,,,,,
19893,简称缺失,0,0,0,008282,,,,,,,,,,
19892,简称缺失,0,0,0,008319,,,,,,,,,,
19891,简称缺失,0,0,0,008327,,,,,,,,,,
19890,简称缺失,0,0,0,008419,,,,,,,,,,
19889,简称缺失,0,0,0,008532,,,,,,,,,,
19888,简称缺失,0,0,0,008586,,,,,,,,,,
19919,简称缺失,0,0,0,004815,,,,,,,,,,
19918,简称缺失,0,0,0,005300,,,,,,,,,,
19917,简称缺失,0,0,0,005491,,,,,,,,,,
19916,简称缺失,0,0,0,005633,,,,,,,,,,
19883,简称缺失,0,0,0,009034,,,,,,,,,,
19882,简称缺失,0,0,0,009478,,,,,,,,,,
19881,简称缺失,0,0,0,009505,,,,,,,,,,
19880,简称缺失,0,0,0,009708,,,,,,,,,,
19879,简称缺失,0,0,0,009727,,,,,,,,,,
19878,简称缺失,0,0,0,009995,,,,,,,,,,
19877,简称缺失,0,0,0,010004,,,,,,,,,,
19876,简称缺失,0,0,0,010214,,,,,,,,,,
19875,简称缺失,0,0,0,010236,,,,,,,,,,
19874,简称缺失,0,0,0,010372,,,,,,,,,,
19873,简称缺失,0,0,0,010392,,,,,,,,,,
19872,简称缺失,0,0,0,010422,,,,,,,,,,
19903,简称缺失,0,0,0,007450,,,,,,,,,,
19902,简称缺失,0,0,0,007465,,,,,,,,,,
19901,简称缺失,0,0,0,007491,,,,,,,,,,
19900,简称缺失,0,0,0,007509,,,,,,,,,,
19867,简称缺失,0,0,0,011036,,,,,,,,,,
19866,简称缺失,0,0,0,011068,,,,,,,,,,
19865,简称缺失,0,0,0,011117,,,,,,,,,,
19864,简称缺失,0,0,0,011120,,,,,,,,,,
19863,简称缺失,0,0,0,011145,,,,,,,,,,
19862,简称缺失,0,0,0,011237,,,,,,,,,,
19861,简称缺失,0,0,0,011301,,,,,,,,,,
19860,简称缺失,0,0,0,011306,,,,,,,,,,
19859,简称缺失,0,0,0,011329,,,,,,,,,,
19858,简称缺失,0,0,0,011370,,,,,,,,,,
19857,简称缺失,0,0,0,011400,,,,,,,,,,
19856,简称缺失,0,0,0,011412,,,,,,,,,,
19887,简称缺失,0,0,0,008920,,,,,,,,,,
19886,简称缺失,0,0,0,008981,,,,,,,,,,
19885,简称缺失,0,0,0,008987,,,,,,,,,,
19884,简称缺失,0,0,0,008989,,,,,,,,,,
19851,简称缺失,0,0,0,011613,,,,,,,,,,
19850,简称缺失,0,0,0,011615,,,,,,,,,,
19849,简称缺失,0,0,0,011840,,,,,,,,,,
19848,简称缺失,0,0,0,011892,,,,,,,,,,
19847,简称缺失,0,0,0,012125,,,,,,,,,,
19846,简称缺失,0,0,0,012429,,,,,,,,,,
19845,简称缺失,0,0,0,012553,,,,,,,,,,
19844,简称缺失,0,0,0,012630,,,,,,,,,,
19843,简称缺失,0,0,0,012651,,,,,,,,,,
19842,简称缺失,0,0,0,012734,,,,,,,,,,
19841,简称缺失,0,0,0,012895,,,,,,,,,,
19840,简称缺失,0,0,0,012908,,,,,,,,,,
19871,简称缺失,0,0,0,010655,,,,,,,,,,
19870,简称缺失,0,0,0,010791,,,,,,,,,,
19869,简称缺失,0,0,0,010827,,,,,,,,,,
19868,简称缺失,0,0,0,010865,,,,,,,,,,
19835,简称缺失,0,0,0,013311,,,,,,,,,,
19834,简称缺失,0,0,0,013340,,,,,,,,,,
19833,简称缺失,0,0,0,013466,,,,,,,,,,
19832,简称缺失,0,0,0,013533,,,,,,,,,,
19831,简称缺失,0,0,0,013620,,,,,,,,,,
19830,简称缺失,0,0,0,013642,,,,,,,,,,
19829,简称缺失,0,0,0,013811,,,,,,,,,,
19828,简称缺失,0,0,0,013841,,,,,,,,,,
19827,简称缺失,0,0,0,014130,,,,,,,,,,
19826,简称缺失,0,0,0,014143,,,,,,,,,,
19825,简称缺失,0,0,0,014156,,,,,,,,,,
19824,简称缺失,0,0,0,014162,,,,,,,,,,
19855,简称缺失,0,0,0,011452,,,,,,,,,,
19854,简称缺失,0,0,0,011499,,,,,,,,,,
19853,简称缺失,0,0,0,011584,,,,,,,,,,
19852,简称缺失,0,0,0,011609,,,,,,,,,,
19819,简称缺失,0,0,0,014544,,,,,,,,,,
19818,简称缺失,0,0,0,014642,,,,,,,,,,
19817,简称缺失,0,0,0,014662,,,,,,,,,,
19816,简称缺失,0,0,0,014728,,,,,,,,,,
19815,简称缺失,0,0,0,014855,,,,,,,,,,
19814,简称缺失,0,0,0,014954,,,,,,,,,,
19813,简称缺失,0,0,0,014985,,,,,,,,,,
19812,简称缺失,0,0,0,015039,,,,,,,,,,
19811,简称缺失,0,0,0,015144,,,,,,,,,,
19810,简称缺失,0,0,0,015454,,,,,,,,,,
19809,简称缺失,0,0,0,015508,,,,,,,,,,
19808,简称缺失,0,0,0,015642,,,,,,,,,,
19839,简称缺失,0,0,0,012970,,,,,,,,,,
19838,简称缺失,0,0,0,013010,,,,,,,,,,
19837,简称缺失,0,0,0,013277,,,,,,,,,,
19836,简称缺失,0,0,0,013305,,,,,,,,,,
19803,简称缺失,0,0,0,015868,,,,,,,,,,
19802,简称缺失,0,0,0,015877,,,,,,,,,,
19801,简称缺失,0,0,0,015947,,,,,,,,,,
19800,简称缺失,0,0,0,015968,,,,,,,,,,
19799,简称缺失,0,0,0,015971,,,,,,,,,,
19798,简称缺失,0,0,0,016049,,,,,,,,,,
19797,简称缺失,0,0,0,016068,,,,,,,,,,
19796,简称缺失,0,0,0,016238,,,,,,,,,,
19795,简称缺失,0,0,0,016283,,,,,,,,,,
19794,简称缺失,0,0,0,016371,,,,,,,,,,
19793,简称缺失,0,0,0,016465,,,,,,,,,,
19792,简称缺失,0,0,0,016600,,,,,,,,,,
19823,简称缺失,0,0,0,014243,,,,,,,,,,
19822,简称缺失,0,0,0,014320,,,,,,,,,,
19821,简称缺失,0,0,0,014345,,,,,,,,,,
19820,简称缺失,0,0,0,014377,,,,,,,,,,
19787,简称缺失,0,0,0,019548,,,,,,,,,,
19786,简称缺失,0,0,0,160424,,,,,,,,,,
19785,简称缺失,0,0,0,519022,,,,,,,,,,
19784,简称缺失,0,0,0,008888,,,,,,,,,,
19783,简称缺失,0,0,0,021500,,,,,,,,,,
19782,简称缺失,0,0,0,015857,,,,,,,,,,
19781,简称缺失,0,0,0,015290,,,,,,,,,,
19780,简称缺失,0,0,0,020662,,,,,,,,,,
19779,简称缺失,0,0,0,015389,,,,,,,,,,
19778,简称缺失,0,0,0,019514,,,,,,,,,,
19777,简称缺失,0,0,0,020398,,,,,,,,,,
19776,简称缺失,0,0,0,021031,,,,,,,,,,
19807,简称缺失,0,0,0,015683,,,,,,,,,,
19806,简称缺失,0,0,0,015686,,,,,,,,,,
19805,简称缺失,0,0,0,015690,,,,,,,,,,
19804,简称缺失,0,0,0,015751,,,,,,,,,,
19096,简称缺失,0,0,0,001301,,,,,,,,,,
19095,简称缺失,0,0,0,001407,,,,,,,,,,
19094,简称缺失,0,0,0,001557,,,,,,,,,,
19093,简称缺失,0,0,0,001593,,,,,,,,,,
19092,简称缺失,0,0,0,001618,,,,,,,,,,
19091,简称缺失,0,0,0,001770,,,,,,,,,,
19090,简称缺失,0,0,0,002036,,,,,,,,,,
19089,简称缺失,0,0,0,002052,,,,,,,,,,
19088,简称缺失,0,0,0,002096,,,,,,,,,,
19775,简称缺失,0,0,0,020635,,,,,,,,,,
19774,简称缺失,0,0,0,018957,,,,,,,,,,
19773,简称缺失,0,0,0,009645,,,,,,,,,,
19791,简称缺失,0,0,0,016616,,,,,,,,,,
19790,简称缺失,0,0,0,017437,,,,,,,,,,
19789,简称缺失,0,0,0,017811,,,,,,,,,,
19788,简称缺失,0,0,0,018994,,,,,,,,,,
19087,简称缺失,0,0,0,002112,,,,,,,,,,
19086,简称缺失,0,0,0,002170,,,,,,,,,,
19085,简称缺失,0,0,0,002207,,,,,,,,,,
19084,简称缺失,0,0,0,003305,,,,,,,,,,
19083,简称缺失,0,0,0,003766,,,,,,,,,,
19082,简称缺失,0,0,0,004195,,,,,,,,,,
19081,简称缺失,0,0,0,004235,,,,,,,,,,
19080,简称缺失,0,0,0,004237,,,,,,,,,,
19079,简称缺失,0,0,0,004241,,,,,,,,,,
19078,简称缺失,0,0,0,004343,,,,,,,,,,
19077,简称缺失,0,0,0,004348,,,,,,,,,,
19076,简称缺失,0,0,0,004433,,,,,,,,,,
19075,简称缺失,0,0,0,004744,,,,,,,,,,
19074,简称缺失,0,0,0,004815,,,,,,,,,,
19073,简称缺失,0,0,0,005300,,,,,,,,,,
19072,简称缺失,0,0,0,005491,,,,,,,,,,
19071,简称缺失,0,0,0,005633,,,,,,,,,,
19070,简称缺失,0,0,0,005763,,,,,,,,,,
19069,简称缺失,0,0,0,005919,,,,,,,,,,
19068,简称缺失,0,0,0,005963,,,,,,,,,,
19067,简称缺失,0,0,0,006249,,,,,,,,,,
19066,简称缺失,0,0,0,006328,,,,,,,,,,
19065,简称缺失,0,0,0,006503,,,,,,,,,,
19064,简称缺失,0,0,0,006594,,,,,,,,,,
19063,简称缺失,0,0,0,006888,,,,,,,,,,
19062,简称缺失,0,0,0,007029,,,,,,,,,,
19061,简称缺失,0,0,0,007127,,,,,,,,,,
19060,简称缺失,0,0,0,007301,,,,,,,,,,
19059,简称缺失,0,0,0,007356,,,,,,,,,,
19058,简称缺失,0,0,0,007450,,,,,,,,,,
19057,简称缺失,0,0,0,007465,,,,,,,,,,
19056,简称缺失,0,0,0,007491,,,,,,,,,,
19055,简称缺失,0,0,0,007509,,,,,,,,,,
19054,简称缺失,0,0,0,007818,,,,,,,,,,
19053,简称缺失,0,0,0,007950,,,,,,,,,,
19052,简称缺失,0,0,0,008021,,,,,,,,,,
19051,简称缺失,0,0,0,008087,,,,,,,,,,
19050,简称缺失,0,0,0,008182,,,,,,,,,,
19049,简称缺失,0,0,0,008187,,,,,,,,,,
19048,简称缺失,0,0,0,008282,,,,,,,,,,
19047,简称缺失,0,0,0,008319,,,,,,,,,,
19046,简称缺失,0,0,0,008327,,,,,,,,,,
19045,简称缺失,0,0,0,008419,,,,,,,,,,
19044,简称缺失,0,0,0,008532,,,,,,,,,,
19043,简称缺失,0,0,0,008586,,,,,,,,,,
19042,简称缺失,0,0,0,008920,,,,,,,,,,
19041,简称缺失,0,0,0,008981,,,,,,,,,,
19040,简称缺失,0,0,0,008987,,,,,,,,,,
19039,简称缺失,0,0,0,008989,,,,,,,,,,
19038,简称缺失,0,0,0,009034,,,,,,,,,,
19037,简称缺失,0,0,0,009478,,,,,,,,,,
19036,简称缺失,0,0,0,009505,,,,,,,,,,
19035,简称缺失,0,0,0,009708,,,,,,,,,,
19034,简称缺失,0,0,0,009727,,,,,,,,,,
19033,简称缺失,0,0,0,009995,,,,,,,,,,
19032,简称缺失,0,0,0,010004,,,,,,,,,,
19031,简称缺失,0,0,0,010214,,,,,,,,,,
19030,简称缺失,0,0,0,010236,,,,,,,,,,
19029,简称缺失,0,0,0,010372,,,,,,,,,,
19028,简称缺失,0,0,0,010392,,,,,,,,,,
19027,简称缺失,0,0,0,010422,,,,,,,,,,
19026,简称缺失,0,0,0,010655,,,,,,,,,,
19025,简称缺失,0,0,0,010791,,,,,,,,,,
19024,简称缺失,0,0,0,010827,,,,,,,,,,
19023,简称缺失,0,0,0,010865,,,,,,,,,,
19022,简称缺失,0,0,0,011036,,,,,,,,,,
19021,简称缺失,0,0,0,011068,,,,,,,,,,
19020,简称缺失,0,0,0,011117,,,,,,,,,,
19019,简称缺失,0,0,0,011120,,,,,,,,,,
19018,简称缺失,0,0,0,011145,,,,,,,,,,
19017,简称缺失,0,0,0,011237,,,,,,,,,,
19016,简称缺失,0,0,0,011301,,,,,,,,,,
19015,简称缺失,0,0,0,011306,,,,,,,,,,
19014,简称缺失,0,0,0,011329,,,,,,,,,,
19013,简称缺失,0,0,0,011370,,,,,,,,,,
19012,简称缺失,0,0,0,011400,,,,,,,,,,
19011,简称缺失,0,0,0,011412,,,,,,,,,,
19010,简称缺失,0,0,0,011452,,,,,,,,,,
19009,简称缺失,0,0,0,011499,,,,,,,,,,
19008,简称缺失,0,0,0,011584,,,,,,,,,,
19007,简称缺失,0,0,0,011609,,,,,,,,,,
